name,smiles,toxic
Diclofenac_65,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_66,CN(C)C(=N)N,0
Omeprazole_67,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_68,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_69,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_70,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_71,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_72,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_73,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_74,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_75,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_76,CN(C)C(=N)N,0
Omeprazole_77,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_78,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_79,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_80,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_81,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_82,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_83,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_84,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_85,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_86,CN(C)C(=N)N,0
Omeprazole_87,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_88,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_89,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_90,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_91,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_92,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_93,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_94,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_95,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_96,CN(C)C(=N)N,0
Omeprazole_97,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_98,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_99,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_100,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_101,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_102,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_103,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_104,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_105,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_106,CN(C)C(=N)N,0
Omeprazole_107,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_108,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_109,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_110,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_111,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_112,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_113,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_114,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_115,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_116,CN(C)C(=N)N,0
Omeprazole_117,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_118,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_119,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_120,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_121,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_122,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_123,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_124,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_125,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_126,CN(C)C(=N)N,0
Omeprazole_127,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_128,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_129,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_130,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_131,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_132,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_133,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_134,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_135,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_136,CN(C)C(=N)N,0
Omeprazole_137,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_138,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_139,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_140,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_141,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_142,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_143,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_144,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_145,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_146,CN(C)C(=N)N,0
Omeprazole_147,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_148,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_149,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_150,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_151,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_152,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_153,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_154,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_155,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_156,CN(C)C(=N)N,0
Omeprazole_157,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_158,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_159,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_160,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_161,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_162,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_163,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_164,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_165,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_166,CN(C)C(=N)N,0
Omeprazole_167,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_168,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_169,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_170,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_171,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_172,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_173,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_174,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_175,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_176,CN(C)C(=N)N,0
Omeprazole_177,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_178,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_179,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_180,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_181,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_182,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_183,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_184,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_185,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_186,CN(C)C(=N)N,0
Omeprazole_187,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_188,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_189,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_190,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_191,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_192,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_193,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_194,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_195,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_196,CN(C)C(=N)N,0
Omeprazole_197,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_198,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_199,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_200,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_201,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_202,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_203,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_204,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_205,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_206,CN(C)C(=N)N,0
Omeprazole_207,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_208,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_209,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_210,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_211,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_212,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_213,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_214,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_215,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_216,CN(C)C(=N)N,0
Omeprazole_217,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_218,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_219,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_220,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_221,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_222,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_223,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_224,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_225,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_226,CN(C)C(=N)N,0
Omeprazole_227,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_228,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_229,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_230,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_231,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_232,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_233,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_234,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_235,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_236,CN(C)C(=N)N,0
Omeprazole_237,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_238,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_239,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_240,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_241,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_242,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_243,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_244,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_245,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_246,CN(C)C(=N)N,0
Omeprazole_247,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_248,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_249,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_250,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_251,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_252,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_253,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_254,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_255,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_256,CN(C)C(=N)N,0
Omeprazole_257,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_258,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_259,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_260,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_261,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_262,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_263,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_264,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_265,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_266,CN(C)C(=N)N,0
Omeprazole_267,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_268,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_269,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_270,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_271,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_272,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_273,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_274,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_275,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_276,CN(C)C(=N)N,0
Omeprazole_277,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_278,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_279,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_280,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_281,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_282,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_283,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_284,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_285,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_286,CN(C)C(=N)N,0
Omeprazole_287,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_288,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_289,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_290,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_291,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_292,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_293,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_294,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_295,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_296,CN(C)C(=N)N,0
Omeprazole_297,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_298,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_299,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_300,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_301,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_302,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_303,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_304,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_305,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_306,CN(C)C(=N)N,0
Omeprazole_307,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
Lisinopril_308,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
Amlodipine_309,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,0
Aspirin_310,CC(=O)OC1=CC=CC=C1C(=O)O,0
Paracetamol_311,CC(=O)NC1=CC=C(O)C=C1,0
Ibuprofen_312,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
Caffeine_313,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
Naproxen_314,COC1=CC=C(C=C1)C(C)C(=O)O,0
Diclofenac_315,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0
Metformin_316,CN(C)C(=N)N,0
