name,smiles,status,toxic,reason,category,phase
Amoxicillin_88,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_89,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_90,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_91,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_92,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_93,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_94,CN(C)C(=N)N,approved,0,,,
Glipizide_95,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_96,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_97,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_98,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_99,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_100,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_101,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_102,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_103,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_104,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_105,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_106,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_107,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_108,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_109,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_110,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_111,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_112,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_113,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_114,CN(C)C(=N)N,approved,0,,,
Glipizide_115,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_116,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_117,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_118,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_119,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_120,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_121,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_122,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_123,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_124,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_125,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_126,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_127,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_128,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_129,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_130,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_131,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_132,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_133,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_134,CN(C)C(=N)N,approved,0,,,
Glipizide_135,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_136,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_137,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_138,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_139,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_140,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_141,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_142,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_143,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_144,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_145,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_146,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_147,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_148,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_149,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_150,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_151,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_152,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_153,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_154,CN(C)C(=N)N,approved,0,,,
Glipizide_155,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_156,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_157,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_158,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_159,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_160,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_161,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_162,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_163,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_164,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_165,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_166,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_167,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_168,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_169,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_170,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_171,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_172,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_173,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_174,CN(C)C(=N)N,approved,0,,,
Glipizide_175,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_176,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_177,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_178,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_179,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_180,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_181,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_182,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_183,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_184,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_185,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_186,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_187,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_188,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_189,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_190,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_191,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_192,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_193,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_194,CN(C)C(=N)N,approved,0,,,
Glipizide_195,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_196,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_197,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_198,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_199,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_200,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_201,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_202,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_203,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_204,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_205,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_206,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_207,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_208,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
Ciprofloxacin_209,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C)F)C(=O)O,approved,0,,,
Azithromycin_210,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)OC3C(C(CC(O3)C)N(C)C)O)C)C)C)O)O,approved,0,,,
Atorvastatin_211,CC(C)C1=C(C(=C(N1CC[C@@H](C[C@@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,approved,0,,,
Lisinopril_212,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,approved,0,,,
Metoprolol_213,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,approved,0,,,
Metformin_214,CN(C)C(=N)N,approved,0,,,
Glipizide_215,CC1=NC=C(N1C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3)C,approved,0,,,
Diazepam_216,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC=CC=C3C1=O,approved,0,,,
Fluoxetine_217,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,approved,0,,,
Sertraline_218,CNC(CC1=CC=CC=C1)C2=CC=CC=C2Cl,approved,0,,,
Salbutamol_219,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,approved,0,,,
Montelukast_220,CC(C)(C)C1=CC=C(C=C1)CC(C2=CC=CC=C2)C3=CC=CC=C3,approved,0,,,
Aspirin_221,CC(=O)OC1=CC=CC=C1C(=O)O,approved,0,,,
Paracetamol_222,CC(=O)NC1=CC=C(O)C=C1,approved,0,,,
Ibuprofen_223,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Naproxen_224,COC1=CC=C(C=C1)C(C)C(=O)O,approved,0,,,
Diclofenac_225,ClC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,approved,0,,,
Celecoxib_226,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,approved,0,,,
Penicillin G_227,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,approved,0,,,
Amoxicillin_228,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,approved,0,,,
