name,smiles,toxic
SAFE_3357,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_1916,[Pb],1
TOXIC_1198,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_4543,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_1542,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
SAFE_3172,C(C(=O)O)N,0
TOXIC_4371,c1ccccc1,1
SAFE_663,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_3431,C(=O)(N)N,0
TOXIC_2531,c1ccccc1,1
SAFE_4869,CC(=O)O,0
SAFE_843,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_2351,C(=O)(N)N,0
TOXIC_540,[Pb],1
TOXIC_2100,ClC=C,1
TOXIC_3461,C=O,1
TOXIC_2716,[Pb],1
TOXIC_402,NN,1
TOXIC_1657,N#C,1
TOXIC_2027,[Hg],1
SAFE_114,CC(=O)O,0
SAFE_3755,CN(C)C(=N)N,0
TOXIC_3904,ClC(Cl)(Cl)Cl,1
TOXIC_4989,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_4110,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_3379,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_2928,ClC(Cl)(Cl)Cl,1
SAFE_2875,C(C(CO)O)O,0
SAFE_1978,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_3653,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_4841,N#C,1
TOXIC_4322,NN,1
TOXIC_3810,NN,1
TOXIC_4413,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_335,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_1465,C(C(CO)O)O,0
TOXIC_4373,C=O,1
TOXIC_3333,C=O,1
SAFE_486,CCO,0
SAFE_79,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_4849,ClC(Cl)Cl,1
TOXIC_901,C=O,1
SAFE_2008,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
TOXIC_3250,NN,1
SAFE_4876,CC(=O)NC1=CC=C(O)C=C1,0
TOXIC_4180,ClC=C,1
TOXIC_102,CN(N=O)C,1
SAFE_4879,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_1768,CC(C)OP(=O)(C)F,1
TOXIC_979,c1ccccc1,1
SAFE_3978,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_3739,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_613,C=O,1
TOXIC_1611,[Hg],1
TOXIC_3935,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_4284,CC(=O)O,0
SAFE_4490,CN(C)C(=N)N,0
TOXIC_4690,NN,1
SAFE_3245,CN(C)C(=N)N,0
TOXIC_2797,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_4601,N#C,1
SAFE_985,C(C(CO)O)O,0
SAFE_3929,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
TOXIC_1883,[Hg],1
SAFE_1848,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_471,CCO,0
TOXIC_3278,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_861,CCO,0
SAFE_2534,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
TOXIC_2204,[Pb],1
TOXIC_1385,N#C,1
SAFE_335,CN(C)C(=N)N,0
TOXIC_2772,ClC=C,1
SAFE_518,C(C1C(C(C(C(O1)O)O)O)O)O,0
SAFE_527,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4264,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_4700,[Pb],1
TOXIC_4935,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
SAFE_4776,CCO,0
SAFE_2991,CCO,0
TOXIC_3531,[Hg],1
TOXIC_2383,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_979,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_750,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_2529,ClC(Cl)Cl,1
TOXIC_953,N#C,1
TOXIC_4725,C=O,1
SAFE_223,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_4393,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_3302,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_4998,CN(N=O)C,1
SAFE_3746,C(=O)(N)N,0
TOXIC_2918,CN(N=O)C,1
TOXIC_2240,ClC(Cl)(Cl)Cl,1
SAFE_3889,COC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_797,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_365,CN(C)C(=N)N,0
SAFE_4419,CC(=O)O,0
SAFE_2763,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_2990,CN(C)C(=N)N,0
TOXIC_689,ClC(Cl)Cl,1
SAFE_2602,C(C(=O)O)N,0
SAFE_2605,C(C(CO)O)O,0
TOXIC_16,ClC(Cl)(Cl)Cl,1
TOXIC_2777,N#C,1
TOXIC_2473,N#C,1
SAFE_2865,CC(=O)OC1=CC=CC=C1C(=O)O,0
TOXIC_4581,C=O,1
SAFE_2589,CC(=O)O,0
TOXIC_3980,[Pb],1
TOXIC_2090,O=[As]O[As]=O,1
SAFE_241,CC(=O)NC1=CC=C(O)C=C1,0
SAFE_4330,C(C(CO)O)O,0
TOXIC_2906,O=[As]O[As]=O,1
TOXIC_4275,c1ccccc1,1
TOXIC_3836,[Pb],1
SAFE_1203,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
TOXIC_217,N#C,1
SAFE_200,CN(C)C(=N)N,0
TOXIC_2479,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_4265,CN(C)C(=N)N,0
TOXIC_627,c1ccccc1,1
SAFE_3519,CC(=O)O,0
SAFE_99,CC(=O)O,0
SAFE_2145,CC(=O)OC1=CC=CC=C1C(=O)O,0
SAFE_1485,CC(=O)OC1=CC=CC=C1C(=O)O,0
TOXIC_90,O=[As]O[As]=O,1
SAFE_928,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_4053,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_4752,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_3125,C=O,1
TOXIC_3166,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_2510,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_2979,c1ccccc1,1
TOXIC_2528,ClC(Cl)(Cl)Cl,1
TOXIC_4186,O=[As]O[As]=O,1
SAFE_818,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_4745,N#C,1
SAFE_2784,CC(=O)O,0
SAFE_3504,CC(=O)O,0
SAFE_1697,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_864,CC(=O)O,0
TOXIC_4799,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
TOXIC_2186,O=[As]O[As]=O,1
SAFE_1621,CC(=O)NC1=CC=C(O)C=C1,0
TOXIC_3879,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
TOXIC_1311,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
TOXIC_134,CN(N=O)C,1
SAFE_1809,CC(=O)O,0
SAFE_1968,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_4110,CC(=O)OC1=CC=CC=C1C(=O)O,0
TOXIC_163,c1ccccc1,1
SAFE_4563,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
TOXIC_4093,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
SAFE_2757,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_1564,[Pb],1
TOXIC_2640,ClC(Cl)(Cl)Cl,1
TOXIC_2943,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_1546,CC(=O)NC1=CC=C(O)C=C1,0
SAFE_3099,CC(=O)O,0
SAFE_1508,C(C1C(C(C(C(O1)O)O)O)O)O,0
SAFE_205,C(C(CO)O)O,0
TOXIC_2630,CN(N=O)C,1
SAFE_101,C(=O)(N)N,0
TOXIC_513,ClC(Cl)Cl,1
TOXIC_1330,NN,1
SAFE_1399,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_1402,O=[As]O[As]=O,1
SAFE_92,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_3224,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
TOXIC_2891,[Hg],1
SAFE_1433,C(C1C(C(C(C(O1)O)O)O)O)O,0
SAFE_46,CC(=O)NC1=CC=C(O)C=C1,0
TOXIC_1805,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
SAFE_2224,COC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_1115,CN(C)C(=N)N,0
SAFE_1701,CCO,0
TOXIC_1755,[Hg],1
TOXIC_914,NN,1
TOXIC_4862,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_520,CC(C)OP(=O)(C)F,1
TOXIC_3568,ClC(Cl)(Cl)Cl,1
SAFE_230,CN(C)C(=N)N,0
SAFE_3427,C(C(=O)O)N,0
TOXIC_2361,N#C,1
SAFE_3092,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_1914,CC(=O)O,0
TOXIC_4886,CN(N=O)C,1
TOXIC_2351,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_3147,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_770,NN,1
TOXIC_186,O=[As]O[As]=O,1
TOXIC_996,ClC=C,1
TOXIC_4090,O=[As]O[As]=O,1
TOXIC_1931,[Hg],1
TOXIC_2163,c1ccccc1,1
SAFE_2963,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_4675,c1ccccc1,1
SAFE_97,C(C(=O)O)N,0
TOXIC_3155,c1ccccc1,1
SAFE_96,CCO,0
TOXIC_2190,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_2050,C(C(CO)O)O,0
TOXIC_549,C=O,1
TOXIC_3641,N#C,1
SAFE_842,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_3737,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4466,C(=O)(N)N,0
SAFE_4313,C(C1C(C(C(C(O1)O)O)O)O)O,0
SAFE_1941,CCO,0
SAFE_871,CC(=O)NC1=CC=C(O)C=C1,0
SAFE_1130,CN(C)C(=N)N,0
TOXIC_4027,[Hg],1
TOXIC_3722,O=[As]O[As]=O,1
TOXIC_345,N#C,1
SAFE_2047,C(C(=O)O)N,0
TOXIC_121,N#C,1
TOXIC_607,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_1834,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_1982,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_3432,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
SAFE_1018,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
TOXIC_2814,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_609,CC(=O)O,0
TOXIC_4183,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
SAFE_3661,CC(=O)NC1=CC=C(O)C=C1,0
SAFE_1709,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
TOXIC_4506,O=[As]O[As]=O,1
TOXIC_4898,NN,1
SAFE_1022,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4945,C(C(CO)O)O,0
TOXIC_313,N#C,1
SAFE_3573,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_602,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_1043,c1ccccc1,1
TOXIC_4287,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_3923,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_1671,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
TOXIC_2158,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_1033,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
TOXIC_1829,C=O,1
SAFE_1971,CCO,0
TOXIC_1884,[Pb],1
TOXIC_671,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
TOXIC_860,[Pb],1
TOXIC_681,N#C,1
SAFE_1360,C(C(CO)O)O,0
TOXIC_796,[Pb],1
SAFE_962,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4986,CCO,0
SAFE_3399,CC(=O)O,0
SAFE_2688,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
TOXIC_700,[Pb],1
TOXIC_2430,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
TOXIC_2984,CC(C)OP(=O)(C)F,1
SAFE_3714,CC(=O)O,0
SAFE_2035,C(C(CO)O)O,0
TOXIC_131,c1ccccc1,1
SAFE_1470,CC(=O)OC1=CC=CC=C1C(=O)O,0
TOXIC_1617,ClC(Cl)Cl,1
SAFE_4377,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_2701,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_4833,ClC(Cl)Cl,1
SAFE_4392,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_591,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
TOXIC_1585,ClC(Cl)Cl,1
TOXIC_4250,O=[As]O[As]=O,1
SAFE_4362,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
SAFE_718,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
TOXIC_3484,[Pb],1
TOXIC_3058,NN,1
SAFE_3257,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_2153,N#C,1
TOXIC_2993,ClC(Cl)Cl,1
TOXIC_2872,CC(C)OP(=O)(C)F,1
SAFE_4190,CN(C)C(=N)N,0
TOXIC_2850,NN,1
SAFE_4079,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
SAFE_4693,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_854,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
SAFE_3120,CC(=O)OC1=CC=CC=C1C(=O)O,0
TOXIC_812,[Pb],1
TOXIC_1,ClC(Cl)Cl,1
SAFE_3629,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
SAFE_2927,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4573,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_3190,C(C(CO)O)O,0
TOXIC_2725,C=O,1
SAFE_3083,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_2593,ClC(Cl)Cl,1
TOXIC_1623,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
SAFE_1748,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_2754,NN,1
SAFE_2902,C(C(=O)O)N,0
SAFE_4214,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0
TOXIC_3451,[Hg],1
SAFE_1780,C(C(CO)O)O,0
TOXIC_3805,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_2900,ClC=C,1
SAFE_1863,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
TOXIC_2666,O=[As]O[As]=O,1
SAFE_1096,CC(=O)NC1=CC=C(O)C=C1,0
SAFE_2223,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
TOXIC_3392,ClC(Cl)(Cl)Cl,1
SAFE_815,CN(C)C(=N)N,0
SAFE_127,C(C(=O)O)N,0
SAFE_1892,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_4003,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_965,CN(C)C(=N)N,0
SAFE_2523,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_2874,CC(=O)O,0
TOXIC_805,C=O,1
TOXIC_3069,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
SAFE_780,CC(=O)OC1=CC=CC=C1C(=O)O,0
SAFE_4987,C(C(=O)O)N,0
SAFE_4743,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0
SAFE_2786,C(=O)(N)N,0
SAFE_3482,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0
SAFE_3867,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_3774,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_521,C(=O)(N)N,0
TOXIC_717,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
TOXIC_4389,C=O,1
TOXIC_4559,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
SAFE_22,C(C(=O)O)N,0
TOXIC_1548,[Pb],1
TOXIC_1607,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],1
SAFE_2618,C(C1C(C(C(C(O1)O)O)O)O)O,0
TOXIC_4950,CN(N=O)C,1
SAFE_1633,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
SAFE_1046,C(=O)(N)N,0
TOXIC_3150,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_1820,CN(C)C(=N)N,0
SAFE_2375,CN(C)C(=N)N,0
TOXIC_4114,NN,1
TOXIC_1163,[Hg],1
SAFE_2817,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
SAFE_2514,CC(=O)O,0
TOXIC_818,NN,1
TOXIC_203,[Hg],1
SAFE_4250,CN(C)C(=N)N,0
TOXIC_3763,c1ccccc1,1
SAFE_1729,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_2411,[Hg],1
SAFE_2158,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N)C(=O)O,0
TOXIC_3342,CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,1
SAFE_406,CC(=O)NC1=CC=C(O)C=C1,0
TOXIC_1685,C=O,1
SAFE_3919,COC1=CC=C(C=C1)C(C)C(=O)O,0
TOXIC_2802,NN,1
SAFE_4745,CN(C)C(=N)N,0
SAFE_1797,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,0
TOXIC_4477,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,1
